timestamp,load_MW,reading_count,outlier_in_hr,low_coverage
2023-04-01 00:00:00+05:30,2878.7791666666667,12,False,False
2023-04-01 01:00:00+05:30,2886.655,12,False,False
2023-04-01 02:00:00+05:30,2904.070833333333,12,False,False
2023-04-01 03:00:00+05:30,2871.0716666666667,12,False,False
2023-04-01 04:00:00+05:30,2844.849166666667,12,False,False
2023-04-01 05:00:00+05:30,2972.9383333333335,12,False,False
2023-04-01 06:00:00+05:30,3281.379166666667,12,False,False
2023-04-01 07:00:00+05:30,3705.8158333333336,12,False,False
2023-04-01 08:00:00+05:30,4271.0275,12,False,False
2023-04-01 09:00:00+05:30,4573.036666666667,12,False,False
2023-04-01 10:00:00+05:30,4287.529166666666,12,False,False
2023-04-01 11:00:00+05:30,3812.0208333333335,12,False,False
2023-04-01 12:00:00+05:30,3309.3716666666664,12,False,False
2023-04-01 13:00:00+05:30,3046.4225,12,False,False
2023-04-01 14:00:00+05:30,2952.066666666667,12,False,False
2023-04-01 15:00:00+05:30,3084.8866666666668,12,False,False
2023-04-01 16:00:00+05:30,3411.5941666666663,12,False,False
2023-04-01 17:00:00+05:30,3965.6408333333334,12,False,False
2023-04-01 18:00:00+05:30,4699.247083333333,12,False,False
2023-04-01 19:00:00+05:30,5170.291666666667,12,False,False
2023-04-01 20:00:00+05:30,5233.635,12,False,False
2023-04-01 21:00:00+05:30,4723.4725,12,False,False
2023-04-01 22:00:00+05:30,4030.150833333333,12,False,False
2023-04-01 23:00:00+05:30,3423.043333333333,12,False,False
2023-04-02 00:00:00+05:30,2872.3566666666666,12,False,False
2023-04-02 01:00:00+05:30,2925.111666666666,12,False,False
2023-04-02 02:00:00+05:30,2888.293333333333,12,False,False
2023-04-02 03:00:00+05:30,2890.3816666666667,12,False,False
2023-04-02 04:00:00+05:30,2979.195833333333,12,False,False
2023-04-02 05:00:00+05:30,3011.2141666666666,12,False,False
2023-04-02 06:00:00+05:30,3234.8991666666666,12,False,False
2023-04-02 07:00:00+05:30,3742.2033333333334,12,False,False
2023-04-02 08:00:00+05:30,4280.513333333333,12,False,False
2023-04-02 09:00:00+05:30,4564.7,12,False,False
2023-04-02 10:00:00+05:30,4319.3525,12,False,False
2023-04-02 11:00:00+05:30,3796.8291666666664,12,False,False
2023-04-02 12:00:00+05:30,3270.3524999999995,12,False,False
2023-04-02 13:00:00+05:30,3024.4075,12,False,False
2023-04-02 14:00:00+05:30,3026.6258333333335,12,False,False
2023-04-02 15:00:00+05:30,3054.705,12,False,False
2023-04-02 16:00:00+05:30,3385.475,12,False,False
2023-04-02 17:00:00+05:30,3925.883333333333,12,False,False
2023-04-02 18:00:00+05:30,4671.934166666667,12,False,False
2023-04-02 19:00:00+05:30,5229.9175000000005,12,False,False
2023-04-02 20:00:00+05:30,5207.868333333333,12,False,False
2023-04-02 21:00:00+05:30,4754.826666666667,12,False,False
2023-04-02 22:00:00+05:30,4029.08,12,False,False
2023-04-02 23:00:00+05:30,3442.4525,12,False,False
2023-04-03 00:00:00+05:30,3555.6341666666667,12,False,False
2023-04-03 01:00:00+05:30,3613.2983333333336,12,False,False
2023-04-03 02:00:00+05:30,3534.1725,12,False,False
2023-04-03 03:00:00+05:30,3543.5049999999997,12,False,False
2023-04-03 04:00:00+05:30,3611.4083333333333,12,False,False
2023-04-03 05:00:00+05:30,3648.2333333333336,12,False,False
2023-04-03 06:00:00+05:30,3999.4666666666667,12,False,False
2023-04-03 07:00:00+05:30,4561.035833333333,12,False,False
2023-04-03 08:00:00+05:30,5293.109166666666,12,False,False
2023-04-03 09:00:00+05:30,5562.143333333333,12,False,False
2023-04-03 10:00:00+05:30,5250.846666666667,12,False,False
2023-04-03 11:00:00+05:30,4668.860833333333,12,False,False
2023-04-03 12:00:00+05:30,4047.9466666666667,12,False,False
2023-04-03 13:00:00+05:30,3746.851666666667,12,False,False
2023-04-03 14:00:00+05:30,3667.4791666666665,12,False,False
2023-04-03 15:00:00+05:30,3773.74,12,False,False
2023-04-03 16:00:00+05:30,4178.246666666667,12,False,False
2023-04-03 17:00:00+05:30,4860.764166666667,12,False,False
2023-04-03 18:00:00+05:30,5736.719166666667,12,False,False
2023-04-03 19:00:00+05:30,6309.22125,12,False,False
2023-04-03 20:00:00+05:30,6384.549166666667,12,False,False
2023-04-03 21:00:00+05:30,5826.711666666666,12,False,False
2023-04-03 22:00:00+05:30,4976.221666666667,12,False,False
2023-04-03 23:00:00+05:30,4243.259999999999,12,False,False
2023-04-04 00:00:00+05:30,3614.0925,12,False,False
2023-04-04 01:00:00+05:30,3574.8675000000003,12,False,False
2023-04-04 02:00:00+05:30,3584.0699999999997,12,False,False
2023-04-04 03:00:00+05:30,3588.2308333333335,12,False,False
2023-04-04 04:00:00+05:30,3620.0416666666665,12,False,False
2023-04-04 05:00:00+05:30,3733.254166666667,12,False,False
2023-04-04 06:00:00+05:30,4072.8641666666667,12,False,False
2023-04-04 07:00:00+05:30,4601.325833333333,12,False,False
2023-04-04 08:00:00+05:30,5308.285833333333,12,False,False
2023-04-04 09:00:00+05:30,5601.912499999999,12,False,False
2023-04-04 10:00:00+05:30,5410.384166666667,12,False,False
2023-04-04 11:00:00+05:30,4692.75,12,False,False
2023-04-04 12:00:00+05:30,4066.895,12,False,False
2023-04-04 13:00:00+05:30,3767.379166666667,12,False,False
2023-04-04 14:00:00+05:30,3662.5108333333333,12,False,False
2023-04-04 15:00:00+05:30,3804.0049999999997,12,False,False
2023-04-04 16:00:00+05:30,4189.2375,12,False,False
2023-04-04 17:00:00+05:30,4894.121666666667,12,False,False
2023-04-04 18:00:00+05:30,5765.6641666666665,12,False,False
2023-04-04 19:00:00+05:30,6405.391666666666,12,False,False
2023-04-04 20:00:00+05:30,6448.166666666667,12,False,False
2023-04-04 21:00:00+05:30,5863.818333333334,12,False,False
2023-04-04 22:00:00+05:30,4998.589166666667,12,False,False
2023-04-04 23:00:00+05:30,4281.6866666666665,12,False,False
2023-04-05 00:00:00+05:30,3586.775833333333,12,False,False
2023-04-05 01:00:00+05:30,3589.0375,12,False,False
2023-04-05 02:00:00+05:30,3584.5916666666667,12,False,False
2023-04-05 03:00:00+05:30,3643.795,12,False,False
